filename,functions,expected_insns,inlined_functions,parallel,execution_1,execution_2,execution_3,execution_4,execution_5,execution_6,execution_7,execution_8,execution_9,execution_10,execution_11,execution_12,execution_13,execution_14,execution_15,predicted
1-215-0.c,1,215,0,2,0.114113194,0.114072321,0.114041018,0.114241024,0.113679351,0.115421006,0.11513496,0.115094732,0.113791001,0.114311073,0.113868633,0.113833522,0.114059814,0.114098403,0.114400048,1.5525573152323473
1-215-0.c,1,215,0,4,0.114536747,0.113694163,0.114225978,0.114103479,0.114251884,0.114452569,0.114273741,0.114637928,0.113681725,0.114223648,0.114218091,0.114241831,0.114592017,0.114261527,0.114205429,-0.08417121443772786
1-215-0.c,1,215,0,8,0.11521629,0.114632643,0.114756078,0.114724945,0.114568291,0.115306818,0.114903557,0.114355613,0.114082193,0.114977064,0.114959346,0.114474229,0.114678351,0.114265243,0.11446338,1.6287098949223389
1-22-0.c,1,22,0,1,0.036562214,0.035045502,0.034956548,0.034975607,0.034961256,0.034770865,0.034902403,0.034886175,0.03483697,0.03498124,0.034870772,0.034901897,0.03478155,0.034899594,0.0350099,2.993459049123305
1-22-0.c,1,22,0,2,0.03516525,0.034840899,0.035004824,0.034793806,0.034966281,0.034970657,0.034743972,0.034982354,0.034941036,0.03490647,0.035012392,0.034914099,0.035041363,0.034957756,0.034816009,1.54258933510414
1-22-0.c,1,22,0,4,0.03510534,0.034963135,0.034880635,0.034740627,0.034998268,0.034996509,0.035000846,0.034754755,0.034884233,0.034793288,0.035173438,0.035138639,0.03486197,0.034857972,0.035137175,-0.10324062397172058
1-22-0.c,1,22,0,8,0.034983178,0.034781926,0.03507063,0.035176944,0.035005978,0.034748204,0.034777235,0.034986166,0.035022054,0.034833966,0.034971143,0.035061727,0.035020063,0.03487395,0.034974179,1.6287373337264326
1-231-0.cc,1,231,0,1,0.151650061,0.15043903,0.151588429,0.150205021,0.15100335,0.150322655,0.150761164,0.150473464,0.150183204,0.150212578,0.150525922,0.151089088,0.150463098,0.19193314,0.153884746,2.9942774518397006
1-231-0.cc,1,231,0,2,0.15568106,0.155389984,0.156000564,0.155773802,0.155749216,0.155470423,0.155232219,0.157498631,0.157102321,0.156116776,0.155731238,0.155922999,0.155689517,0.155877632,0.15547966,1.553384203934666
1-231-0.cc,1,231,0,4,0.155641211,0.155444966,0.15588156,0.156327486,0.156871878,0.15534532,0.15565377,0.155649153,0.155753284,0.155808825,0.156511738,0.155448402,0.155813598,0.155684368,0.155753131,-0.08259036238597448
1-231-0.cc,1,231,0,8,0.156429138,0.156355595,0.155248234,0.15535179,0.155798244,0.156131141,0.156032854,0.156514716,0.155364647,0.156845943,0.155756677,0.15542767,0.155381692,0.156540548,0.156202163,1.628708222930452
1-24-0.c,1,24,0,1,0.039862706,0.038978886,0.039134053,0.039022514,0.039124643,0.039331196,0.039106474,0.039155729,0.039101411,0.039179961,0.039212868,0.039015477,0.03897222,0.039314025,0.039024344,2.993466753653138
1-24-0.c,1,24,0,2,0.047507511,0.047405721,0.047860289,0.047484631,0.047543679,0.047517811,0.047468537,0.047391807,0.048319742,0.047533134,0.047445278,0.04746796,0.047496331,0.047370458,0.047614613,1.5426925699585756
1-24-0.c,1,24,0,4,0.050261018,0.050265343,0.050121423,0.050315717,0.050089856,0.050398258,0.050039711,0.050231366,0.050051402,0.05024604,0.050335391,0.05018592,0.050431759,0.049985589,0.05022495,-0.10304300989582912
1-24-0.c,1,24,0,8,0.049391962,0.048476607,0.049578635,0.04933796,0.049348441,0.048677247,0.049283111,0.049520209,0.049423371,0.048740544,0.04876548,0.048747666,0.048604313,0.049537709,0.04870324,1.6287369805342369
1-25-0.c,1,25,0,1,0.03503098,0.033851571,0.033621065,0.033428966,0.033545296,0.03368542,0.03367825,0.033497936,0.033327975,0.033527848,0.033659834,0.033447003,0.033454933,0.03357743,0.033529626,2.9934706068388888
1-25-0.c,1,25,0,2,0.033680401,0.033558091,0.033701634,0.033590616,0.033665177,0.03392181,0.033505871,0.033765474,0.033868938,0.033711029,0.033877369,0.033746908,0.033600013,0.03371602,0.033510099,1.5427441878591686
1-25-0.c,1,25,0,4,0.03373566,0.033739631,0.033845944,0.033824063,0.033845448,0.033779357,0.033804388,0.0337282,0.033648377,0.033978604,0.033712299,0.033643746,0.033875165,0.033814761,0.034206111,-0.10294420288626892
1-25-0.c,1,25,0,8,0.033767064,0.033724176,0.033840863,0.033603146,0.033846631,0.033719224,0.0338241,0.03391121,0.033763545,0.033735981,0.033775893,0.033771933,0.033793845,0.033792681,0.033852146,1.6287368044788613
1-25-0.cc,1,25,0,1,0.205519588,0.173526572,0.16705145,0.166908456,0.166838483,0.167460844,0.167634066,0.167153937,0.167760846,0.166600408,0.167332424,0.166284511,0.168268726,0.166255655,0.166873865,2.9934706068388888
1-25-0.cc,1,25,0,2,0.1706164,0.172079535,0.170487623,0.172265008,0.171917014,0.172246232,0.171867591,0.171329274,0.170835614,0.170593472,0.17488127,0.17319947,0.171031661,0.171840391,0.17130362,1.5427441878591686
1-25-0.cc,1,25,0,4,0.174054134,0.173365528,0.172013052,0.172260474,0.172787217,0.172458442,0.175245003,0.17242996,0.173980828,0.17408781,0.171978486,0.17190389,0.171271634,0.190546117,0.173213294,-0.10294420288626892
1-25-0.cc,1,25,0,8,0.179589339,0.178668291,0.178252072,0.178533691,0.179650353,0.179983279,0.179219467,0.178446844,0.178542699,0.180493186,0.18023371,0.179484398,0.178649224,0.17807417,0.179034465,1.6287368044788613
1-26-0.c,1,26,0,1,0.039174329,0.038218658,0.038399888,0.038219103,0.038176073,0.038257811,0.038254483,0.038076179,0.03819262,0.038331444,0.03807181,0.038135901,0.038198369,0.038111494,0.038190274,2.9934744606385286
1-26-0.c,1,26,0,2,0.038376174,0.038401746,0.038214563,0.038299995,0.038441916,0.038418608,0.038441175,0.038453775,0.038286638,0.038320017,0.038510825,0.038294136,0.038196533,0.038381887,0.038355427,1.5427958060753448
1-26-0.c,1,26,0,4,0.038470249,0.038563673,0.038343217,0.038353237,0.038311939,0.038387712,0.038271897,0.038395617,0.038671345,0.038329894,0.038166101,0.03829917,0.038413209,0.038494288,0.038293266,-0.10284539589563237
1-26-0.c,1,26,0,8,0.038348416,0.03830888,0.038071037,0.038288594,0.038352915,0.038593325,0.038655276,0.038475428,0.038150712,0.038249296,0.038345966,0.038201513,0.038111276,0.038239623,0.038091617,1.6287366287839702
1-27-0.c,1,27,0,1,0.036151717,0.035510847,0.035522931,0.035322958,0.035172577,0.035136934,0.035311371,0.035198376,0.035224712,0.035369172,0.035139094,0.03521719,0.035877788,0.035231697,0.035109187,2.9934783150520583
1-27-0.c,1,27,0,2,0.044342429,0.044260986,0.044200216,0.044253683,0.044052942,0.043905071,0.044142006,0.044118548,0.04417612,0.044131499,0.044209029,0.044315267,0.044105886,0.044223164,0.044287245,1.5428474246071047
1-27-0.c,1,27,0,4,0.042804969,0.042790656,0.042683466,0.042633591,0.042711609,0.042780498,0.042590153,0.042576578,0.042654244,0.042658558,0.042670096,0.042786311,0.043080741,0.042819744,0.042655409,-0.10274658892391862
1-27-0.c,1,27,0,8,0.042770324,0.042773393,0.042714499,0.042540093,0.042694916,0.042649632,0.042904427,0.042744022,0.04267481,0.042706341,0.042647414,0.042724021,0.042684114,0.042717707,0.04261057,1.6287364534495614
1-28-0.c,1,28,0,1,0.030599573,0.030461952,0.030245271,0.030358682,0.030172511,0.030219296,0.030260309,0.030240452,0.030130266,0.030203553,0.030354869,0.030207905,0.030159575,0.030191395,0.030131002,2.9934821700794765
1-28-0.c,1,28,0,2,0.030163209,0.030329755,0.030299626,0.030310177,0.030323338,0.030207384,0.030328023,0.030328752,0.030227277,0.030351974,0.030159503,0.03025659,0.030356167,0.03018162,0.03032887,1.5428990434544472
1-28-0.c,1,28,0,4,0.030543278,0.030904835,0.030265506,0.03043097,0.030221478,0.030290372,0.030187399,0.030436924,0.030347132,0.030207859,0.030543709,0.030648123,0.030299502,0.030266192,0.030326816,-0.10264778197112986
1-28-0.c,1,28,0,8,0.030233715,0.030274583,0.030294172,0.030258527,0.030156089,0.030315115,0.030132557,0.030279417,0.030190729,0.030238362,0.030257359,0.030409392,0.030174141,0.030140903,0.03029512,1.6287362784756354
1-283-0.c,1,283,0,1,0.123067938,0.124123739,0.122338859,0.122455548,0.124405168,0.122086787,0.122193342,0.122366638,0.122861328,0.12321377,0.122495092,0.122567829,0.122590414,0.123114884,0.122385661,2.9944852394217474
1-283-0.c,1,283,0,2,0.123241182,0.122963639,0.122653826,0.122255236,0.124034717,0.122155742,0.123373281,0.122486493,0.122471032,0.122386014,0.123298113,0.122281106,0.122575398,0.122777461,0.123050866,1.556072150168629
1-283-0.c,1,283,0,4,0.122366227,0.123186468,0.122106756,0.123644209,0.12301246,0.12257111,0.122366811,0.123350453,0.123080771,0.123227128,0.123388374,0.122486965,0.122313821,0.122473559,0.12261944,-0.07745262667462058
1-283-0.c,1,283,0,8,0.123234133,0.122313174,0.123443893,0.122081623,0.123162324,0.122308514,0.122412625,0.122151102,0.123275577,0.122738598,0.122666805,0.123292936,0.123160448,0.122245945,0.123356218,1.6287034262908238
1-29-0.c,1,29,0,1,0.03358008,0.032650127,0.032332301,0.03236108,0.03228779,0.032344204,0.032346415,0.032321399,0.032342784,0.032492533,0.032206515,0.03243927,0.032245785,0.03253603,0.032400601,2.993486025720785
1-29-0.c,1,29,0,2,0.032458992,0.032224689,0.032427459,0.032309699,0.032208489,0.032440944,0.032401998,0.032301456,0.032496529,0.032451047,0.032349782,0.032518757,0.032394059,0.032237791,0.03237351,1.5429506626173743
1-29-0.c,1,29,0,4,0.03234817,0.032311802,0.032470491,0.032264561,0.032306363,0.032316467,0.03227592,0.032407028,0.032370389,0.032383217,0.032401894,0.032370818,0.032347695,0.032550808,0.032307351,-0.10254897503726303
1-29-0.c,1,29,0,8,0.032477242,0.032431746,0.032319641,0.03241735,0.032435372,0.032215987,0.032394566,0.032343295,0.032337884,0.032343461,0.032328785,0.032525457,0.03233613,0.032310943,0.032437073,1.6287361038621957
1-3-0.c,1,3,0,1,0.028748736,0.028711763,0.02871977,0.028295608,0.027969127,0.027897589,0.027878762,0.02793853,0.027843813,0.02794777,0.027956496,0.027936013,0.027997258,0.027938036,0.02787066,2.993385978560832
1-3-0.c,1,3,0,2,0.033991825,0.033908911,0.034137655,0.034043384,0.034040123,0.034002023,0.034116853,0.034140916,0.033994528,0.034166967,0.033953748,0.034034388,0.03401444,0.034096737,0.033999844,1.541608666945888
1-3-0.c,1,3,0,4,0.03392616,0.033932915,0.033930211,0.034172304,0.034001987,0.034025206,0.033856168,0.033884954,0.033971854,0.033813464,0.033934305,0.033919086,0.034033096,0.033776244,0.034042144,-0.10511796146793494
1-3-0.c,1,3,0,8,0.034111631,0.033968,0.033862859,0.034110606,0.034248318,0.034071453,0.034192452,0.034027407,0.034031376,0.033858368,0.033918403,0.034081814,0.034011969,0.034062335,0.033854017,1.628740760968674
1-3-0.cc,1,3,0,1,0.470753835,0.457245036,0.457503696,0.464317853,0.461100936,0.462506283,0.461053145,0.461284276,0.461297684,0.457710627,0.46190593,0.458039158,0.460747372,0.461161814,0.460634849,2.993385978560832
1-3-0.cc,1,3,0,2,0.469983691,0.47008705,0.468266801,0.465689763,0.470500205,0.470666864,0.46571313,0.46536091,0.465851974,0.466260541,0.46702402,0.468041088,0.468780965,0.469185122,0.464953189,1.541608666945888
1-3-0.cc,1,3,0,4,0.465212905,0.470239681,0.469958589,0.46886247,0.464670606,0.466026874,0.46923351,0.470239519,0.468777626,0.470223345,0.466103551,0.465505912,0.469112393,0.469367177,0.466698135,-0.10511796146793494
1-3-0.cc,1,3,0,8,0.471481522,0.470756037,0.469035156,0.469907643,0.465213616,0.469794986,0.465395862,0.469574278,0.470978802,0.469314742,0.466527727,0.467372086,0.467031254,0.467847303,0.466364591,1.628740760968674
1-43-0.cc,1,43,0,1,0.37149063,0.367627758,0.370298156,0.365139117,0.371196272,0.370650413,0.371348974,0.365803485,0.383324985,0.367536739,0.366521337,0.369149193,0.367279358,0.365476087,0.366252574,2.993540069157488
1-43-0.cc,1,43,0,2,0.371685486,0.37199946,0.366231876,0.36675163,0.368786207,0.367839893,0.370755997,0.371161327,0.370808524,0.370426158,0.365516648,0.367565697,0.368910994,0.36987509,0.378806931,1.5436733640345992
1-43-0.cc,1,43,0,4,0.370843673,0.369488789,0.371138705,0.366915757,0.36751372,0.368795996,0.366121551,0.371183808,0.368163718,0.369041717,0.368524136,0.369323485,0.370738362,0.369071887,0.375620172,-0.10116567995011254
1-43-0.cc,1,43,0,8,0.370455078,0.36569955,0.368966361,0.370132426,0.366462064,0.392363558,0.36773954,0.366241963,0.366192389,0.370747406,0.370256583,0.370813924,0.3761708,0.373564107,0.370325368,1.6287336971247235
1-5-0.c,1,5,0,1,0.027622001,0.02655247,0.026265417,0.026353705,0.026159854,0.026137809,0.025980459,0.026093753,0.02621541,0.026146989,0.026208932,0.025968412,0.02622715,0.026121971,0.026039504,2.9933936597628668
1-5-0.c,1,5,0,2,0.026247012,0.02614119,0.026206518,0.026287689,0.026293269,0.026224664,0.026262502,0.026219678,0.026383749,0.02628377,0.026178516,0.026471945,0.026178082,0.026234904,0.026456396,1.5417118898081545
1-5-0.c,1,5,0,4,0.026255006,0.026309651,0.026332402,0.02612716,0.026363926,0.026209963,0.026187435,0.026703392,0.026304301,0.02608998,0.026149154,0.02634293,0.026321423,0.026378859,0.026320336,-0.10492034667294918
1-5-0.c,1,5,0,8,0.026102243,0.02638403,0.026151951,0.026325055,0.026117892,0.026201489,0.026225874,0.026184548,0.026385807,0.026275247,0.026265826,0.026280032,0.026037318,0.026128302,0.026216896,1.6287403940781193
1-54-0.c,1,54,0,1,0.05573409,0.054329149,0.054398436,0.054190642,0.054151231,0.054176897,0.054182904,0.054466124,0.054350399,0.054167004,0.054348716,0.05420717,0.054058394,0.054111883,0.054423417,2.9935826162675494
1-54-0.c,1,54,0,2,0.053946781,0.054285761,0.054535141,0.054275221,0.054070861,0.054309826,0.054230868,0.054569623,0.054496993,0.054662373,0.054316645,0.054268263,0.054348561,0.054123678,0.05429546,1.5442412442551343
1-54-0.c,1,54,0,4,0.054066488,0.054263142,0.054117737,0.054346784,0.054519453,0.054091735,0.054147421,0.05445432,0.054396864,0.054127587,0.054089409,0.054275921,0.054009023,0.054236595,0.05400093,-0.10007880784076831
1-54-0.c,1,54,0,8,0.054357685,0.054296405,0.054454554,0.054195129,0.054486251,0.054535817,0.054210079,0.054189808,0.054417384,0.054652462,0.054514291,0.054293352,0.054461347,0.054583923,0.054352591,1.6287318556831287
1-59-0.c,1,59,0,1,0.047315125,0.046498854,0.046304976,0.046329771,0.046425318,0.04618297,0.046365132,0.046445206,0.046559788,0.046299057,0.046246255,0.046708625,0.046482147,0.046010035,0.046375919,2.9936019804186085
1-59-0.c,1,59,0,2,0.053038448,0.053191822,0.053057416,0.053070719,0.053282415,0.053317495,0.053121527,0.053476269,0.053348885,0.053283632,0.053389436,0.053163992,0.053175449,0.05323875,0.05328904,1.5444993842514407
1-59-0.c,1,59,0,4,0.053720772,0.053777274,0.053841275,0.053940012,0.053698215,0.053934277,0.053938816,0.053956239,0.053941419,0.053892625,0.053730855,0.053705818,0.053838143,0.054433207,0.053806121,-0.09958477582073608
1-59-0.c,1,59,0,8,0.053846561,0.053887098,0.053910421,0.053653983,0.053883236,0.053785367,0.05379318,0.053778216,0.053926739,0.053806288,0.05405698,0.053795083,0.053763973,0.053976338,0.053856027,1.6287310330835423
1-6-0.c,1,6,0,1,0.02739781,0.02615632,0.025979064,0.026116692,0.026004396,0.02581909,0.025884089,0.025989554,0.025963039,0.025934259,0.025966128,0.025924404,0.025798671,0.025918244,0.026005394,2.9933975012847185
1-6-0.c,1,6,0,2,0.026023509,0.025830321,0.026024803,0.02605309,0.026058948,0.025890012,0.026021882,0.026069926,0.026080278,0.025841771,0.025999452,0.026105874,0.025891081,0.026070924,0.02613739,1.5417635017126634
1-6-0.c,1,6,0,4,0.025973619,0.025847315,0.026053471,0.026108881,0.026333538,0.026622756,0.026519216,0.026269287,0.026132333,0.025933383,0.026075671,0.026089563,0.025972724,0.025806405,0.026130556,-0.10482153930384093
1-6-0.c,1,6,0,8,0.026085188,0.02607337,0.025990827,0.026066904,0.026090429,0.026076299,0.026051639,0.025854029,0.025928999,0.026017605,0.025885015,0.02602782,0.025821206,0.026115362,0.025909294,1.6287402111735687
1-7-0.cc,1,7,0,1,0.346234246,0.388407026,0.341415749,0.337802985,0.339174047,0.337302699,0.338087288,0.337176493,0.339681447,0.337838065,0.338114758,0.339863408,0.337730673,0.337270755,0.340079315,2.9934013434204596
